Order ID,Order Date,Customer ID,Customer Name,Customer Segment,Product ID,Product,Category,Region,City,Quantity,Unit Price,Gross Sales,Discount,Discount Amount,Sales,Unit Cost,Cost,Profit,Payment Method,Order Status,Source Channel
ORD-107080,23/11/2024,CUST-02312,Kabir Reddy,Home Office,SKU-001,Wireless Mouse,Electronics,South,Chennai,2,22.56,45.12,20.0%,9.02,36.10,12.00,24.30,11.80,Credit Card,Delivered,Marketplace
ORD-107081,25/06/2024,CUST-02497,Ishaan Jain,Corporate,SKU-014,Canvas Backpack,Fashion,West,Ahmedabad,1,53.83,53.83,0.0%,0.00,53.83,27.00,27.48,26.35,Upi,Delivered,Mobile App
ORD-107082,02/11/2024,CUST-01934,Riya Reddy,Consumer,SKU-014,Canvas Backpack,Fashion,North,Jaipur,1,52.15,52.15,0.0%,0.00,52.15,27.00,27.17,0.00,Credit Card,Cancelled,Marketplace
ORD-107083,24/02/2023,CUST-01020,Aditya Kapoor,Consumer,SKU-020,Body Lotion,Beauty,West,Pune,3,16.72,50.16,10.0%,5.02,45.14,7.00,21.00,24.14,Credit Card,Delivered,Mobile App
ORD-107084,03/07/2023,CUST-02140,Ishaan Khan,Home Office,SKU-014,Canvas Backpack,Fashion,West,Ahmedabad,5,52.83,264.15,10.0%,26.42,237.73,27.00,138.51,99.22,Cash On Delivery,Delivered,Marketplace
ORD-107086,30/05/2024,CUST-01133,Aarav Mehta,Consumer,SKU-012,Slim Fit Jeans,Fashion,East,Kolkata,1,47.10,47.10,5.0%,2.36,44.74,22.00,22.49,22.25,Cash On Delivery,Returned,Website
ORD-107087,16/10/2024,CUST-01324,Arjun Sharma,Home Office,SKU-015,Wrist Watch,Fashion,North,Chandigarh,1,89.74,89.74,20.0%,17.95,71.79,54.00,55.26,16.53,Credit Card,Delivered,Marketplace
ORD-107088,18/12/2023,CUST-01074,Priya Mishra,Consumer,SKU-011,Cotton T-Shirt,Fashion,South,Bengaluru,5,18.97,94.85,5.0%,4.74,90.11,7.00,33.91,56.20,Debit Card,Delivered,Marketplace
ORD-107089,16/02/2024,CUST-01237,Kabir Singh,Home Office,SKU-009,Coffee Grinder,Home & Kitchen,West,Ahmedabad,4,70.23,280.92,10.0%,28.09,252.83,41.00,159.24,93.59,Wallet,Shipped,Website
ORD-107090,06/02/2024,CUST-01058,Ishaan Khan,Corporate,SKU-021,Notebook Set,Office Supplies,Central,Bhopal,3,13.23,39.69,0.0%,0.00,39.69,5.00,15.04,0.00,Credit Card,Cancelled,Website
ORD-107091,07/11/2024,CUST-01590,Meera Mishra,Consumer,SKU-003,USB-C Hub,Electronics,West,Mumbai,3,38.28,114.84,20.0%,22.97,91.87,21.00,65.15,26.72,Net Banking,Delivered,Marketplace
ORD-107092,25/07/2025,CUST-00514,Priya Saxena,Home Office,SKU-016,Face Cleanser,Beauty,East,Kolkata,4,18.14,72.56,10.0%,7.26,65.30,8.00,31.79,33.51,Upi,Delivered,Marketplace
ORD-107093,31/03/2024,CUST-00107,Rohan Rao,Corporate,SKU-002,Bluetooth Speaker,Electronics,South,Chennai,1,47.77,47.77,0.0%,0.00,47.77,28.00,27.51,20.26,Cash On Delivery,Delivered,Marketplace
ORD-107094,04/04/2025,CUST-01357,Aarav Iyer,Consumer,SKU-003,USB-C Hub,Electronics,South,Bengaluru,3,36.89,110.67,10.0%,11.07,99.60,21.00,61.27,38.33,Credit Card,Returned,Marketplace
ORD-107095,15/01/2023,CUST-00482,Kavya Mishra,Corporate,SKU-002,Bluetooth Speaker,Electronics,South,Chennai,2,45.26,90.52,10.0%,9.05,81.47,28.00,57.21,24.26,Wallet,Delivered,Mobile App
ORD-107096,29/04/2025,CUST-00679,Neha Kapoor,Consumer,SKU-023,Ergonomic Chair,Office Supplies,West,Mumbai,2,184.23,368.46,5.0%,18.42,350.04,105.00,210.42,139.62,Upi,Shipped,Website
ORD-107097,19/03/2025,CUST-00092,Kabir Patel,Consumer,SKU-024,Printer Paper Box,Office Supplies,North,Delhi,1,28.54,28.54,0.0%,0.00,28.54,15.00,14.46,14.08,Net Banking,Delivered,Mobile App
ORD-107098,27/08/2023,CUST-00925,Priya Patel,Consumer,SKU-024,Printer Paper Box,Office Supplies,South,Chennai,5,29.60,148.00,0.0%,0.00,148.00,15.00,74.52,73.48,Net Banking,Delivered,Mobile App
ORD-107099,02/05/2023,CUST-01818,Aarav Patel,Consumer,SKU-014,Canvas Backpack,Fashion,East,Kolkata,4,51.07,204.28,0.0%,0.00,204.28,27.00,108.08,0.00,Debit Card,Cancelled,Website
ORD-107101,01/07/2023,CUST-01669,Arjun Singh,Corporate,SKU-017,Hair Dryer,Beauty,North,Jaipur,2,61.35,122.70,10.0%,12.27,110.43,35.00,67.68,0.00,Wallet,Cancelled,Marketplace
ORD-107102,10/03/2024,CUST-00439,Neha Mehta,Corporate,SKU-021,Notebook Set,Office Supplies,East,Kolkata,3,14.80,44.40,20.0%,8.88,35.52,5.00,15.37,20.15,Credit Card,Returned,Website
ORD-107103,31/08/2023,CUST-02313,Arjun Jain,Corporate,SKU-004,Mechanical Keyboard,Electronics,West,Pune,4,84.31,337.24,0.0%,0.00,337.24,51.00,208.35,128.89,Net Banking,Delivered,Mobile App
ORD-107104,29/09/2024,CUST-00677,Riya Jain,Corporate,SKU-019,Makeup Brush Set,Beauty,West,Pune,5,32.06,160.30,20.0%,32.06,128.24,17.00,87.28,40.96,Net Banking,Delivered,Website
ORD-107105,30/09/2024,CUST-00069,Neha Gupta,Consumer,SKU-021,Notebook Set,Office Supplies,Central,Bhopal,5,13.53,67.65,0.0%,0.00,67.65,5.00,24.19,43.46,Upi,Delivered,Mobile App
ORD-107106,17/06/2024,CUST-00711,Priya Rao,Home Office,SKU-004,Mechanical Keyboard,Electronics,South,Bengaluru,1,84.14,84.14,0.0%,0.00,84.14,51.00,52.35,31.79,Cash On Delivery,Delivered,Mobile App
ORD-107107,05/01/2025,CUST-01115,Vivaan Gupta,Home Office,SKU-014,Canvas Backpack,Fashion,South,Hyderabad,2,53.22,106.44,0.0%,0.00,106.44,27.00,53.24,53.20,Cash On Delivery,Delivered,Marketplace
ORD-107108,31/01/2023,CUST-02101,Neha Patel,Consumer,SKU-011,Cotton T-Shirt,Fashion,South,Bengaluru,3,19.02,57.06,10.0%,5.71,51.35,7.00,20.76,30.59,Upi,Shipped,Website
ORD-107109,22/06/2025,CUST-01571,Riya Das,Consumer,SKU-011,Cotton T-Shirt,Fashion,West,Pune,1,18.66,18.66,0.0%,0.00,18.66,7.00,6.72,11.94,Upi,Delivered,Mobile App
ORD-107110,02/09/2024,CUST-02064,Aadhya Gupta,Corporate,SKU-022,Gel Pen Pack,Office Supplies,West,Mumbai,3,10.71,32.13,10.0%,3.21,28.92,4.00,12.37,16.55,Wallet,Delivered,Website
ORD-107111,14/09/2023,CUST-02590,Vivaan Kapoor,Home Office,SKU-011,Cotton T-Shirt,Fashion,South,Chennai,1,19.89,19.89,10.0%,1.99,17.90,7.00,6.99,0.00,Cash On Delivery,Cancelled,Website
ORD-107112,28/06/2023,CUST-01143,Vivaan Gupta,Corporate,SKU-014,Canvas Backpack,Fashion,South,Bengaluru,4,52.46,209.84,0.0%,0.00,209.84,27.00,107.47,102.37,Cash On Delivery,Returned,Marketplace
ORD-107113,14/04/2025,CUST-00047,Aadhya Patel,Home Office,SKU-005,Webcam,Electronics,Central,Bhopal,2,61.51,123.02,0.0%,0.00,123.02,37.00,73.52,49.50,Debit Card,Shipped,Website
ORD-107114,13/06/2025,CUST-00515,Meera Khan,Home Office,SKU-004,Mechanical Keyboard,Electronics,West,Pune,4,83.20,332.80,0.0%,0.00,332.80,51.00,206.87,125.93,Credit Card,Delivered,Mobile App
ORD-107115,25/04/2024,CUST-02302,Arjun Saxena,Consumer,SKU-008,Storage Basket,Home & Kitchen,East,Bhubaneswar,1,30.12,30.12,0.0%,0.00,30.12,16.00,15.43,14.69,Wallet,Shipped,Website
ORD-107116,11/12/2024,CUST-01159,Aarav Nair,Consumer,SKU-009,Coffee Grinder,Home & Kitchen,South,Hyderabad,3,71.49,214.47,10.0%,21.45,193.02,41.00,119.08,73.94,Credit Card,Delivered,Marketplace
ORD-107117,11/02/2024,CUST-00431,Vivaan Mishra,Consumer,SKU-008,Storage Basket,Home & Kitchen,West,Pune,2,29.87,59.74,0.0%,0.00,59.74,16.00,31.24,0.00,Net Banking,Cancelled,Marketplace
ORD-107118,09/12/2024,CUST-00214,Arjun Mishra,Consumer,SKU-025,Stapler,Office Supplies,East,Kolkata,2,13.49,26.98,5.0%,1.35,25.63,6.00,12.26,13.37,Cash On Delivery,Delivered,Website
ORD-107119,19/11/2023,CUST-01982,Kavya Saxena,Consumer,SKU-012,Slim Fit Jeans,Fashion,West,Pune,4,43.76,175.04,10.0%,17.50,157.54,22.00,88.25,69.29,Credit Card,Delivered,Mobile App
ORD-107120,23/03/2025,CUST-00776,Saanvi Nair,Consumer,SKU-008,Storage Basket,Home & Kitchen,East,Kolkata,5,31.28,156.40,0.0%,0.00,156.40,16.00,78.98,77.42,Credit Card,Returned,Marketplace
ORD-107121,14/10/2023,CUST-01736,Priya Verma,Consumer,SKU-025,Stapler,Office Supplies,East,Kolkata,3,13.59,40.77,10.0%,4.08,36.69,6.00,17.54,19.15,Upi,Delivered,Mobile App
ORD-107122,09/03/2025,CUST-02418,Diya Jain,Home Office,SKU-014,Canvas Backpack,Fashion,North,Jaipur,2,51.96,103.92,0.0%,0.00,103.92,27.00,54.88,49.04,Credit Card,Shipped,Mobile App
ORD-107123,24/03/2023,CUST-00530,Arjun Iyer,Consumer,SKU-010,Bed Sheet Set,Home & Kitchen,South,Hyderabad,3,53.96,161.88,20.0%,32.38,129.50,31.00,91.49,38.01,Credit Card,Shipped,Website
ORD-107124,27/06/2023,CUST-01845,Neha Jain,Consumer,SKU-011,Cotton T-Shirt,Fashion,Central,Bhopal,2,20.11,40.22,20.0%,8.04,32.18,7.00,14.07,18.11,Credit Card,Returned,Marketplace
ORD-107125,20/06/2025,CUST-00268,Vivaan Mehta,Home Office,SKU-004,Mechanical Keyboard,Electronics,East,Kolkata,1,84.31,84.31,0.0%,0.00,84.31,51.00,51.60,32.71,Debit Card,Shipped,Mobile App
ORD-107126,10/07/2024,CUST-02574,Neha Sharma,Consumer,SKU-016,Face Cleanser,Beauty,East,Kolkata,2,17.62,35.24,10.0%,3.52,31.72,8.00,16.11,15.61,Net Banking,Returned,Website
ORD-107127,22/09/2023,CUST-01644,Priya Saxena,Consumer,SKU-001,Wireless Mouse,Electronics,South,Hyderabad,4,20.76,83.04,0.0%,0.00,83.04,12.00,47.92,35.12,Net Banking,Delivered,Website
ORD-107128,21/11/2024,CUST-01468,Ananya Iyer,Consumer,SKU-003,USB-C Hub,Electronics,West,Mumbai,5,37.16,185.80,0.0%,0.00,185.80,21.00,105.14,80.66,Wallet,Shipped,Mobile App
ORD-107129,12/06/2024,CUST-00824,Kavya Rao,Consumer,SKU-006,Insulated Bottle,Home & Kitchen,East,Bhubaneswar,4,23.65,94.60,20.0%,18.92,75.68,11.00,44.36,31.32,Cash On Delivery,Processing,Website
ORD-107130,24/04/2023,CUST-00475,Rohan Verma,Consumer,SKU-008,Storage Basket,Home & Kitchen,West,Ahmedabad,1,30.05,30.05,10.0%,3.01,27.04,16.00,16.14,0.00,Net Banking,Cancelled,Mobile App
ORD-107131,05/06/2023,CUST-01290,Ishaan Saxena,Consumer,SKU-015,Wrist Watch,Fashion,East,Kolkata,3,95.26,285.78,0.0%,0.00,285.78,54.00,158.37,127.41,Upi,Returned,Mobile App
ORD-107132,26/01/2025,CUST-00078,Neha Gupta,Consumer,SKU-005,Webcam,Electronics,North,Delhi,2,66.70,133.40,0.0%,0.00,133.40,37.00,73.44,59.96,Debit Card,Delivered,Website
ORD-107133,24/09/2023,CUST-02264,Diya Gupta,Consumer,SKU-015,Wrist Watch,Fashion,South,Bengaluru,2,98.76,197.52,5.0%,9.88,187.64,54.00,110.27,77.37,Cash On Delivery,Delivered,Mobile App
ORD-107134,26/04/2024,CUST-00473,Meera Rao,Consumer,SKU-022,Gel Pen Pack,Office Supplies,North,Delhi,1,10.39,10.39,0.0%,0.00,10.39,4.00,4.03,6.36,Wallet,Returned,Website
ORD-107135,29/03/2025,CUST-01644,Priya Saxena,Consumer,SKU-022,Gel Pen Pack,Office Supplies,West,Pune,5,11.05,55.25,10.0%,5.53,49.72,4.00,19.44,30.28,Upi,Returned,Website
ORD-107136,31/01/2025,CUST-02377,Vivaan Verma,Consumer,SKU-004,Mechanical Keyboard,Electronics,West,Mumbai,2,81.47,162.94,10.0%,16.29,146.65,51.00,104.63,0.00,Credit Card,Cancelled,Mobile App
ORD-107138,17/04/2025,CUST-00059,Ishaan Mehta,Consumer,SKU-016,Face Cleanser,Beauty,North,Jaipur,4,17.26,69.04,10.0%,6.90,62.14,8.00,31.38,30.76,Cash On Delivery,Delivered,Marketplace
ORD-107139,16/11/2024,CUST-00575,Aarav Das,Consumer,SKU-003,USB-C Hub,Electronics,South,Chennai,1,38.15,38.15,10.0%,3.82,34.33,21.00,20.80,13.53,Net Banking,Processing,Marketplace
ORD-107140,08/07/2023,CUST-01144,Rohan Nair,Consumer,SKU-023,Ergonomic Chair,Office Supplies,North,Delhi,3,184.66,553.98,20.0%,110.80,443.18,105.00,306.84,136.34,Wallet,Returned,Website
ORD-107141,08/04/2023,CUST-01102,Arjun Sharma,Consumer,SKU-021,Notebook Set,Office Supplies,South,Hyderabad,2,14.75,29.50,10.0%,2.95,26.55,5.00,9.69,16.86,Upi,Delivered,Marketplace
ORD-107142,08/07/2025,CUST-01730,Kavya Iyer,Consumer,SKU-001,Wireless Mouse,Electronics,North,Jaipur,5,21.16,105.80,0.0%,0.00,105.80,12.00,61.81,43.99,Debit Card,Delivered,Website
ORD-107143,11/01/2025,CUST-01456,Aditya Reddy,Home Office,SKU-024,Printer Paper Box,Office Supplies,East,Bhubaneswar,4,30.29,121.16,10.0%,12.12,109.04,15.00,58.24,50.80,Cash On Delivery,Returned,Marketplace
ORD-107144,26/07/2024,CUST-01662,Diya Mishra,Consumer,SKU-008,Storage Basket,Home & Kitchen,West,Pune,3,32.76,98.28,0.0%,0.00,98.28,16.00,47.87,50.41,Cash On Delivery,Returned,Website
ORD-107145,18/05/2023,CUST-01029,Riya Mishra,Consumer,SKU-006,Insulated Bottle,Home & Kitchen,North,Delhi,1,24.09,24.09,10.0%,2.41,21.68,11.00,10.86,10.82,Cash On Delivery,Delivered,Website
ORD-107146,10/04/2023,CUST-01567,Diya Mishra,Corporate,SKU-022,Gel Pen Pack,Office Supplies,South,Hyderabad,5,11.14,55.70,0.0%,0.00,55.70,4.00,20.79,34.91,Wallet,Delivered,Mobile App
ORD-107147,23/02/2025,CUST-01882,Kavya Verma,Home Office,SKU-016,Face Cleanser,Beauty,East,Bhubaneswar,3,17.41,52.23,5.0%,2.61,49.62,8.00,23.59,26.03,Credit Card,Shipped,Mobile App
ORD-107148,27/08/2023,CUST-02463,Neha Verma,Corporate,SKU-012,Slim Fit Jeans,Fashion,South,Chennai,3,47.77,143.31,0.0%,0.00,143.31,22.00,63.46,79.85,Net Banking,Returned,Marketplace
ORD-107149,23/07/2023,CUST-00765,Kabir Saxena,Corporate,SKU-009,Coffee Grinder,Home & Kitchen,West,Pune,4,71.26,285.04,0.0%,0.00,285.04,41.00,158.91,126.13,Cash On Delivery,Shipped,Marketplace
ORD-107150,06/07/2025,CUST-02504,Aarav Reddy,Consumer,SKU-015,Wrist Watch,Fashion,East,Bhubaneswar,1,90.62,90.62,10.0%,9.06,81.56,54.00,53.58,27.98,Upi,Processing,Mobile App
ORD-107151,11/04/2023,CUST-02245,Vivaan Mishra,Consumer,SKU-008,Storage Basket,Home & Kitchen,North,Chandigarh,1,30.12,30.12,0.0%,0.00,30.12,16.00,16.44,0.00,Cash On Delivery,Cancelled,Website
ORD-107152,31/10/2024,CUST-01453,Neha Gupta,Consumer,SKU-016,Face Cleanser,Beauty,North,Jaipur,3,17.94,53.82,20.0%,10.76,43.06,8.00,23.54,19.52,Credit Card,Shipped,Mobile App
ORD-107153,08/07/2023,CUST-00976,Vivaan Mehta,Consumer,SKU-010,Bed Sheet Set,Home & Kitchen,South,Bengaluru,5,57.88,289.40,10.0%,28.94,260.46,31.00,157.65,102.81,Cash On Delivery,Shipped,Marketplace
ORD-107154,25/01/2025,CUST-00581,Diya Mehta,Home Office,SKU-015,Wrist Watch,Fashion,West,Pune,5,89.76,448.80,0.0%,0.00,448.80,54.00,268.76,180.04,Cash On Delivery,Delivered,Marketplace
ORD-107156,06/01/2024,CUST-02136,Kabir Nair,Home Office,SKU-021,Notebook Set,Office Supplies,West,Pune,5,14.50,72.50,0.0%,0.00,72.50,5.00,25.55,46.95,Credit Card,Delivered,Marketplace
ORD-107157,21/05/2024,CUST-02011,Aadhya Patel,Corporate,SKU-014,Canvas Backpack,Fashion,North,Delhi,5,52.98,264.90,0.0%,0.00,264.90,27.00,139.00,125.90,Wallet,Returned,Mobile App
ORD-107158,10/07/2024,CUST-00864,Aarav Jain,Consumer,SKU-001,Wireless Mouse,Electronics,East,Kolkata,4,21.96,87.84,5.0%,4.39,83.45,12.00,47.41,36.04,Credit Card,Delivered,Mobile App
ORD-107159,09/06/2024,CUST-01252,Arjun Gupta,Corporate,SKU-018,Sunscreen SPF 50,Beauty,South,Bengaluru,5,20.13,100.65,5.0%,5.03,95.62,10.00,51.23,44.39,Upi,Returned,Website
ORD-107160,23/05/2025,CUST-00966,Ishaan Gupta,Consumer,SKU-012,Slim Fit Jeans,Fashion,South,Hyderabad,4,45.57,182.28,0.0%,0.00,182.28,22.00,90.60,91.68,Cash On Delivery,Shipped,Website
ORD-107161,24/10/2024,CUST-01992,Kabir Rao,Consumer,SKU-025,Stapler,Office Supplies,North,Jaipur,3,12.54,37.62,10.0%,3.76,33.86,6.00,18.12,15.74,Net Banking,Delivered,Mobile App
ORD-107162,28/11/2023,CUST-01622,Saanvi Patel,Corporate,SKU-024,Printer Paper Box,Office Supplies,South,Hyderabad,5,27.51,137.55,0.0%,0.00,137.55,15.00,76.95,0.00,Cash On Delivery,Cancelled,Website
ORD-107163,01/09/2025,CUST-01734,Rohan Mehta,Consumer,SKU-012,Slim Fit Jeans,Fashion,West,Pune,4,47.94,191.76,0.0%,0.00,191.76,22.00,86.82,104.94,Upi,Delivered,Website
ORD-107164,23/07/2024,CUST-01567,Diya Mishra,Corporate,SKU-020,Body Lotion,Beauty,East,Kolkata,4,15.56,62.24,20.0%,12.45,49.79,7.00,28.00,0.00,Upi,Cancelled,Marketplace
ORD-107165,14/05/2024,CUST-01118,Kavya Rao,Consumer,SKU-012,Slim Fit Jeans,Fashion,North,Chandigarh,4,47.82,191.28,5.0%,9.56,181.72,22.00,90.15,91.57,Upi,Returned,Marketplace
ORD-107166,15/11/2024,CUST-01037,Priya Jain,Consumer,SKU-007,Desk Lamp,Home & Kitchen,North,Chandigarh,1,42.25,42.25,10.0%,4.23,38.02,23.00,23.06,14.96,Wallet,Delivered,Mobile App
ORD-107167,23/11/2024,CUST-00199,Neha Singh,Consumer,SKU-024,Printer Paper Box,Office Supplies,North,Delhi,4,27.43,109.72,20.0%,21.94,87.78,15.00,58.64,29.14,Net Banking,Delivered,Website
ORD-107168,05/10/2023,CUST-01693,Neha Sharma,Consumer,SKU-012,Slim Fit Jeans,Fashion,East,Kolkata,2,44.94,89.88,20.0%,17.98,71.90,22.00,43.75,28.15,Credit Card,Delivered,Marketplace
ORD-107169,03/02/2023,CUST-00623,Priya Sharma,Corporate,SKU-003,USB-C Hub,Electronics,South,Hyderabad,4,38.86,155.44,0.0%,0.00,155.44,21.00,85.27,70.17,Credit Card,Processing,Website
ORD-107170,16/02/2023,CUST-01891,Riya Kapoor,Home Office,SKU-024,Printer Paper Box,Office Supplies,North,Chandigarh,1,29.41,29.41,0.0%,0.00,29.41,15.00,15.25,14.16,Upi,Returned,Mobile App
ORD-107171,09/03/2023,CUST-01731,Vivaan Verma,Home Office,SKU-025,Stapler,Office Supplies,Central,Bhopal,1,12.82,12.82,0.0%,0.00,12.82,6.00,5.93,0.00,Debit Card,Cancelled,Marketplace
ORD-107172,30/05/2024,CUST-01154,Priya Patel,Corporate,SKU-006,Insulated Bottle,Home & Kitchen,West,Ahmedabad,3,23.10,69.30,0.0%,0.00,69.30,11.00,34.26,0.00,Net Banking,Cancelled,Mobile App
ORD-107173,22/03/2024,CUST-01915,Ananya Das,Home Office,SKU-022,Gel Pen Pack,Office Supplies,South,Chennai,4,11.15,44.60,20.0%,8.92,35.68,4.00,16.29,19.39,Debit Card,Processing,Website
ORD-107174,09/02/2023,CUST-01222,Vivaan Sharma,Consumer,SKU-023,Ergonomic Chair,Office Supplies,West,Pune,4,176.71,706.84,0.0%,0.00,706.84,105.00,424.73,282.11,Credit Card,Delivered,Website
ORD-107175,17/01/2025,CUST-00570,Ishaan Kapoor,Corporate,SKU-013,Running Shoes,Fashion,West,Mumbai,6,74.77,448.62,10.0%,44.86,403.76,42.00,253.95,149.81,Debit Card,Delivered,Marketplace
ORD-107176,23/08/2023,CUST-01255,Kabir Nair,Consumer,SKU-015,Wrist Watch,Fashion,North,JAIPUR,6,94.21,565.26,10.0%,56.53,508.73,54.00,326.57,182.16,Debit Card,Delivered,Marketplace
ORD-107177,16/11/2024,CUST-02308,Meera Reddy,Corporate,SKU-025,Stapler,Office Supplies,North,Delhi,5,12.92,64.60,0.0%,0.00,64.60,6.00,29.32,35.28,Cash On Delivery,Delivered,Marketplace
ORD-107178,06/05/2024,CUST-01349,Vivaan Iyer,Corporate,SKU-006,Insulated Bottle,Home & Kitchen,Central,Bhopal,5,22.97,114.85,10.0%,11.49,103.36,11.00,53.16,50.20,Wallet,Returned,Website
ORD-107179,06/09/2023,CUST-01962,Ishaan Saxena,Consumer,SKU-003,USB-C Hub,Electronics,South,Hyderabad,5,37.17,185.85,20.0%,37.17,148.68,21.00,102.07,46.61,Cash On Delivery,Delivered,Marketplace
ORD-107180,21/04/2025,CUST-01670,Ishaan Reddy,Consumer,SKU-001,Wireless Mouse,Electronics,Central,Bhopal,3,22.09,66.27,5.0%,3.31,62.96,12.00,35.39,27.57,Debit Card,Delivered,Mobile App
ORD-107181,01/05/2024,CUST-00960,Kavya Mehta,Corporate,SKU-025,Stapler,Office Supplies,West,Ahmedabad,4,12.86,51.44,10.0%,5.14,46.30,6.00,24.96,21.34,Cash On Delivery,Processing,Marketplace
ORD-107182,01/08/2024,CUST-00215,Aarav Reddy,Consumer,SKU-001,Wireless Mouse,Electronics,West,Ahmedabad,3,21.80,65.40,0.0%,0.00,65.40,12.00,34.84,30.56,Credit Card,Shipped,Marketplace
ORD-107183,24/04/2025,CUST-00312,Aadhya Jain,Consumer,SKU-013,Running Shoes,Fashion,East,Kolkata,1,77.62,77.62,10.0%,7.76,69.86,42.00,41.33,0.00,Wallet,Cancelled,Mobile App
ORD-107184,22/02/2025,CUST-01309,Aditya Sharma,Home Office,SKU-002,Bluetooth Speaker,Electronics,South,Bengaluru,1,48.91,48.91,10.0%,4.89,44.02,28.00,28.94,15.08,Wallet,Delivered,Marketplace
ORD-107185,22/03/2024,CUST-00983,Aarav Gupta,Consumer,SKU-020,Body Lotion,Beauty,East,Bhubaneswar,4,16.22,64.88,0.0%,0.00,64.88,7.00,29.11,35.77,Upi,Shipped,Mobile App
ORD-107186,24/12/2024,CUST-00033,Diya Jain,Consumer,SKU-010,Bed Sheet Set,Home & Kitchen,East,Bhubaneswar,4,59.34,237.36,0.0%,0.00,237.36,31.00,124.53,112.83,Wallet,Processing,Mobile App
ORD-107187,26/06/2023,CUST-00472,Aditya Singh,Home Office,SKU-018,Sunscreen SPF 50,Beauty,South,Hyderabad,5,21.00,105.00,5.0%,5.25,99.75,10.00,49.65,50.10,Wallet,Delivered,Mobile App
ORD-107188,06/08/2025,CUST-01873,Aadhya Khan,Corporate,SKU-001,Wireless Mouse,Electronics,South,Chennai,3,21.47,64.41,10.0%,6.44,57.97,12.00,36.43,21.54,Debit Card,Delivered,Marketplace
ORD-107189,09/10/2024,CUST-01814,Priya Sharma,Consumer,SKU-013,Running Shoes,Fashion,North,Delhi,1,81.01,81.01,5.0%,4.05,76.96,42.00,42.35,34.61,Debit Card,Processing,Mobile App
ORD-107190,23/08/2024,CUST-00303,Aadhya Saxena,Consumer,SKU-004,Mechanical Keyboard,Electronics,North,Jaipur,5,82.81,414.05,0.0%,0.00,414.05,51.00,257.07,156.98,Cash On Delivery,Processing,Mobile App
ORD-107191,04/05/2024,CUST-01289,Aadhya Gupta,Corporate,SKU-025,Stapler,Office Supplies,Central,Bhopal,2,12.58,25.16,10.0%,2.52,22.64,6.00,11.91,0.00,Cash On Delivery,Cancelled,Mobile App
ORD-107192,15/07/2025,CUST-02472,Riya Das,Consumer,SKU-013,Running Shoes,Fashion,North,Delhi,4,79.69,318.76,0.0%,0.00,318.76,42.00,172.77,145.99,Net Banking,Shipped,Website
ORD-107193,03/04/2025,CUST-00029,Kavya Iyer,Home Office,SKU-021,Notebook Set,Office Supplies,South,Hyderabad,3,13.60,40.80,0.0%,0.00,40.80,5.00,14.64,26.16,Credit Card,Shipped,Mobile App
ORD-107194,17/08/2025,CUST-01386,Ananya Nair,Consumer,SKU-023,Ergonomic Chair,Office Supplies,North,Jaipur,2,178.73,357.46,0.0%,0.00,357.46,105.00,208.22,149.24,Debit Card,Delivered,Website
ORD-107195,21/02/2025,CUST-00628,Rohan Jain,Consumer,SKU-016,Face Cleanser,Beauty,North,Chandigarh,4,17.33,69.32,0.0%,0.00,69.32,8.00,32.82,36.50,Credit Card,Delivered,
ORD-107196,13/03/2025,CUST-01252,Arjun Gupta,Corporate,SKU-008,Storage Basket,Home & Kitchen,Central,Bhopal,1,31.49,31.49,5.0%,1.57,29.92,16.00,15.43,14.49,Net Banking,Delivered,Website
ORD-107197,23/04/2024,CUST-01096,Rohan Jain,Consumer,SKU-002,Bluetooth Speaker,Electronics,West,Mumbai,5,48.77,243.85,0.0%,0.00,243.85,28.00,135.74,108.11,Debit Card,Delivered,Website
ORD-107198,01/09/2023,CUST-01783,Neha Mishra,Consumer,SKU-025,Stapler,Office Supplies,North,Chandigarh,5,12.35,61.75,0.0%,0.00,61.75,6.00,28.98,32.77,Debit Card,Delivered,Marketplace
ORD-107199,18/04/2024,CUST-01451,Neha Patel,Consumer,SKU-025,Stapler,Office Supplies,West,Ahmedabad,3,12.80,38.40,10.0%,3.84,34.56,6.00,18.48,16.08,Net Banking,Delivered,Mobile App
ORD-107200,25/09/2023,CUST-01658,Saanvi Nair,Home Office,SKU-004,Mechanical Keyboard,Electronics,West,Mumbai,5,82.47,412.35,0.0%,0.00,412.35,51.00,261.70,150.65,Debit Card,Shipped,Mobile App
ORD-107201,13/04/2023,CUST-00824,Kavya Rao,Consumer,SKU-014,Canvas Backpack,Fashion,West,Mumbai,3,49.89,149.67,10.0%,14.97,134.70,27.00,79.77,54.93,Debit Card,Returned,Mobile App
ORD-107202,17/07/2024,CUST-00375,Ananya Mehta,Consumer,SKU-004,Mechanical Keyboard,Electronics,West,Pune,4,84.90,339.60,0.0%,0.00,339.60,51.00,204.61,134.99,Net Banking,Delivered,Website
ORD-107203,29/02/2024,CUST-00767,Ishaan Saxena,Consumer,SKU-015,Wrist Watch,Fashion,East,Bhubaneswar,4,90.82,363.28,0.0%,0.00,363.28,54.00,213.14,0.00,Credit Card,Cancelled,Website
ORD-107204,22/07/2024,CUST-01622,Saanvi Patel,Corporate,SKU-004,Mechanical Keyboard,Electronics,South,Chennai,2,84.09,168.18,10.0%,16.82,151.36,51.00,102.45,0.00,Debit Card,Cancelled,Website
